StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
2424,3456,4211,195,,   Lam2Scl, ,0.73664316,-38.42197898,114.1552511,5.9,0.612520531,K1III       ,1.144
2437,3478,4142,189,,          , ,0.7406184,47.863963,233.1002331,5.66,-1.177713539,B5V...      ,-0.113
2451,3504,4180,193,, 22Omi Cas, ,0.74541725,48.28438262,277.7777778,4.48,-2.738487496,B5III       ,-0.069
2452,3505,4247,197,Gl  31.3 ,          , ,0.74567703,-22.00633247,27.83964365,5.23,3.00668164,F0V         ,0.35
2460,3521,4293,198,,          , ,0.74920103,-42.67632489,66.62225183,5.94,1.821903461,A7V         ,0.297
2478,3544,4222,196,,          , ,0.75477874,55.2214087,107.7586207,5.41,0.247739881,A2Vs        ,0.022
2497,3572,4161,192,, 21    Cas, ,0.76086424,74.9881262,88.96797153,5.64,0.893831556,A2IV        ,0.078
2502,3583,4391,209,GJ 1021  ,          , ,0.76262055,-47.55217573,14.94321578,5.8,4.927779661,G5IV        ,0.635
2518,3607,4398,210,,          , ,0.76989701,-22.52206718,102.2494888,5.49,0.441694274,G8/K0III    ,0.978
2534,3632,4408,211,, 57    Psc, ,0.77582666,15.47561194,180.1801802,5.36,-0.918535084,M4III       ,1.559
2565,3675,4482,213,, 58    Psc, ,0.78372955,11.97393464,80.32128514,5.51,0.985846757,G8II        ,0.987
2574,3693,4502,215,, 34Zet And, ,0.78899727,24.26737703,55.61735261,4.08,0.353948437,K1II        ,1.1
2575,3697,4526,216,, 60    Psc, ,0.78989538,6.74098135,139.6648045,5.98,0.254565112,G8III       ,0.941
2589,3717,4585,218,,          , ,0.79533382,-18.06142264,123.3045623,5.7,0.245104271,K3III       ,1.3
2592,3721,4382,208,, 23    Cas, ,0.79611658,74.84758739,246.3054187,5.42,-1.537369832,B8III       ,-0.066
2607,3741,4622,220,,          , ,0.8002919,-21.72247464,148.8095238,5.57,-0.293153635,B9V         ,-0.058
2615,3750,4440,212,,          , ,0.80246541,72.67445774,68.25938567,5.86,1.689188123,K0IV        ,1.01
2624,3760,4627,221,, 62    Psc, ,0.8048179,7.29991977,202.8397566,5.92,-0.615765404,G8III       ,1.104
2628,3765,4628,222,Gl  33   ,          ,96 G. Psc,0.80625919,5.28338873,7.460459564,5.74,6.376172096,K2V         ,0.89
2637,3781,4815,236,,   Lam Hyi, ,0.80975515,-74.92335356,62.73525721,5.09,1.102441585,K5III       ,1.345
2640,3786,4656,224,, 63Del Psc, ,0.81135982,7.58520186,93.5453695,4.44,-0.415111474,K5III       ,1.5
2650,3801,4636,223,, 25Nu  Cas, ,0.81388703,50.96819154,119.474313,4.9,-0.48637271,B9III       ,-0.091
2658,3810,4676,225,Gl  34.1 , 64    Psc, ,0.81630825,16.9411337,23.92344498,5.07,3.175881409,F8V...      ,0.502
2666,3821,4614,219,Gl  34  A, 24Eta Cas, ,0.8180835,57.8165477,5.952735282,3.45,4.57641715,G0V SB      ,0.587
2675,3834,4732,228,,          , ,0.82052734,-24.13652681,56.49717514,5.9,2.139866332,K0III       ,0.944
2685,3849,4730,227,,          , ,0.82376491,-13.56101709,99.8003992,5.59,0.594338608,K3III       ,1.325
2704,3881,4727,226,, 35Nu  And, ,0.83023048,41.07895474,208.3333333,4.53,-2.063793813,B5V SB      ,-0.136
2707,3885,4757,230,, 65    Psc, ,0.8314191,27.71031105,106.3829787,5.55,0.415639268,F5III+...   ,0.398
2726,3909,4813,235,Gl  37   , 19Phi2Cet, ,0.83547899,-10.64377045,15.45833977,5.17,4.224185756,F7IV-V      ,0.514
2753,3949,4919,242,,   Rho Phe, ,0.84475779,-50.98692422,76.56967841,5.24,0.819715885,F2III       ,0.356
2754,3951,4775,233,,          , ,0.84543679,64.24758084,249.3765586,5.35,-1.634278137,A4V comp SB ,0.528
2859,4104,5098,247,,          , ,0.8779447,-24.00592567,153.3742331,5.47,-0.458762021,K1III       ,1.275
2890,4147,5112,248,, 20    Cet, ,0.88346958,-1.1442206,159.2356688,4.78,-1.230201781,M0III       ,1.55
2894,4151,5015,244,Gl  41   ,          , ,0.88452203,61.12355735,18.57010214,4.82,3.475928538,F8V         ,0.54
2932,4200,5276,257,,          , ,0.89382743,-62.87135327,187.9699248,5.73,-0.640441839,M4III       ,1.574
2978,4267,5267,254,, 66    Psc, ,0.90978333,19.18843611,112.6126126,5.8,0.542064829,A1Vn        ,-0.016
2986,4283,4853,240,,          , ,0.91465655,83.70746159,75.18796992,5.59,1.209258205,A4V         ,0.105
2989,4288,5286,258,, 36    And, ,0.91611663,23.62844595,38.925652,5.46,2.508820521,K1IV        ,1.012
2993,4292,5234,253,, 26Ups1Cas, ,0.91672028,58.97279657,124.6882793,4.83,-0.649128159,K2III       ,1.216
2994,4293,5457,270,,   Lam2Tuc, ,0.91674982,-69.52697888,64.43298969,5.45,1.404458585,G7III       ,1.095
3035,4346,5384,263,,          , ,0.92844562,-7.34703997,152.9051988,5.88,-0.042111258,K5III       ,1.52
3051,4371,5437,267,, 22Phi3Cet, ,0.93375167,-11.26650685,160.2564103,5.35,-0.674077052,K4III       ,1.505
3081,4422,5395,265,, 28Ups2Cas, ,0.94444736,59.18116582,63.13131313,4.62,0.618775886,G8III-IV    ,0.957
3084,4427,5394,264,, 27Gam Cas, ,0.9451392,60.71674966,187.9699248,2.15,-4.220441839,B0IV:evar   ,-0.046
3092,4436,5448,269,, 37Mu  And, ,0.94586046,38.49925513,41.78854994,3.86,0.754713493,A5V         ,0.13
3096,4440,5408,266,,          , ,0.94637249,60.36284769,188.3239171,5.56,-0.814527395,B8V         ,-0.054
3113,4463,5516,271,, 38Eta And, ,0.95345215,23.41775997,74.4047619,4.4,0.041996344,G8III-IV    ,0.94
3152,4510,5575,274,, 68    Psc, ,0.9639301,28.9922356,215.9827214,5.44,-1.232095045,G6III       ,1.076
3186,4552,5608,275,,          , ,0.97060954,33.95105921,58.1733566,5.99,2.166379383,K0          ,1
3200,4572,5550,273,,          , ,0.97527748,66.35182541,115.3402537,5.97,0.660095487,A0III       ,-0.008
3203,4577,5737,280,,   Alp Scl, ,0.97676274,-29.35746436,206.185567,4.3,-2.271291307,B7IIIp      ,-0.154
3211,4587,5722,279,, 23Phi4Cet, ,0.97885764,-11.37993895,96.61835749,5.62,0.694701749,G7III       ,0.949
3267,4675,5788,282,,          , ,1.00098532,44.71330426,128.8659794,5.69,0.139308606,B9.5Vn      ,-0.01
3330,4770,6055,288,,   Xi  Scl, ,1.02172928,-38.91664868,192.6782274,5.59,-0.834163211,K1III       ,1.185
3398,4852,6178,293,,   Sig Scl, ,1.04066048,-31.55204219,69.49270327,5.5,1.29030397,A1/A2IV     ,0.083
3422,4889,6118,291,, 69Sig Psc, ,1.04696849,31.80433674,127.064803,5.5,-0.020126338,B9.5V       ,-0.043
3423,4890,6245,299,,          , ,1.0469977,-46.39733801,72.15007215,5.39,1.098816151,G8III       ,0.9
3434,4903,6116,290,, 39    And, ,1.04840996,41.34519861,105.374078,5.95,0.836331062,A5m         ,0.161
3437,4906,6186,294,, 71Eps Psc, ,1.04907107,7.89007256,58.34305718,4.27,0.440054088,K0III       ,0.952
3445,4914,6203,296,, 25    Cet, ,1.05072351,-4.83635047,125.7861635,5.4,-0.098164357,K0III-IV    ,1.106
3474,4962,6130,292,,          , ,1.06027988,61.07482982,462.962963,5.92,-2.407731244,F0II        ,0.512
3501,4998,6211,298,,          , ,1.06733002,52.50230919,303.9513678,5.99,-1.42402051,K2          ,1.447
3515,5021,6210,297,,          , ,1.0720969,61.58024409,80.19246191,5.83,1.309332267,F6V         ,0.569
3560,5081,6397,308,, 72    Psc, ,1.08481985,14.94600386,54.70459519,5.64,1.949880957,F4II-III    ,0.42
3589,5131,6456,310,, 74Psi1Psc, ,1.0947021,21.4732162,73.15288954,5.33,1.008842573,A1Vn        ,0.003
3590,5132,6457,311,, 74Psi1Psc, ,1.09491055,21.46547318,68.16632584,5.55,1.382150569,A0Vn        ,-0.048
3613,5165,6595,322,,   Bet Phe, ,1.10141847,-46.71849042,60.75334143,3.32,-0.597850846,G8IIIvar    ,0.885
3614,5164,6530,317,, 28    Cet, ,1.101425,-9.83936845,182.4817518,5.58,-0.726097208,A1V         ,0.009
3693,5268,6793,332,,   Iot Tuc, ,1.12182573,-61.77526197,85.61643836,5.36,0.697214214,G5III       ,0.884
3713,5296,6706,329,, 30    Cet, ,1.12947786,-9.78559168,47.68717215,5.71,2.317992152,F7IV        ,0.446
3716,5300,6767,331,,   Ups Phe, ,1.12995146,-41.48693516,60.67961165,5.21,1.294786037,A3V         ,0.159
3723,5310,6695,328,, 79Psi2Psc, ,1.13253055,20.73932115,49.43153732,5.56,2.089979414,A3V         ,0.121
3727,5317,6658,324,, 41    And, ,1.13353292,43.94224107,60.20469597,5.04,1.141848162,A3m         ,0.109
3738,5336,6582,321,Gl  53  A, 30Mu  Cas, ,1.13692251,54.92422766,7.552870091,5.17,5.779439926,G5Vp        ,0.704
3744,5346,6763,330,, 80    Psc, ,1.13953998,5.6502213,35.91954023,5.51,2.733346155,F0III-IV    ,0.334
3746,5348,6882,338,,   Zet Phe, ,1.13973891,-55.24583235,85.76329331,3.94,-0.726507248,B6V + B0V   ,-0.12
3753,5361,6676,326,,          , ,1.14262436,58.26347937,173.9130435,5.77,-0.431660777,B8V         ,-0.019
3756,5364,6805,334,NN 3075  , 31Eta Cet, ,1.14312879,-10.181928,36.06202669,3.45,0.664749348,K2III       ,1.161
3762,5372,5848,285,,          , ,1.14559982,86.25711803,95.87727709,4.24,-0.668578458,K2II-III    ,1.213
3804,5434,6811,335,, 42Phi And, ,1.15836727,47.2418241,225.7336343,4.26,-2.507981369,B7III       ,0.012
3816,5447,6860,337,Gl  53.3 , 43Bet And,Mirach,1.16216599,35.62083048,61.12469438,2.05,-1.881083503,M0IIIvar    ,1.576
3821,5454,6903,339,, 81Psi3Psc, ,1.163668,19.6583854,123.6093943,5.57,0.109742608,G0III       ,0.697
3847,5493,6920,340,, 44    And, ,1.17190197,42.08157668,52.68703899,5.67,2.06148104,F8V         ,0.603
3848,5494,6953,341,,          , ,1.17206928,25.45803989,110.3752759,5.81,0.595640988,K5III       ,1.466
3861,5510,7014,347,, 33    Cet, ,1.17598814,2.44570842,275.4820937,5.97,-1.230466875,K4III       ,1.491
3868,5518,6829,336,, 31    Cas, ,1.17757375,68.77868759,97.46588694,5.32,0.375736804,A0Vnn       ,-0.014
3884,5542,6961,343,, 33The Cas, ,1.18498074,55.14994765,42.14075011,4.34,1.216488691,A7Vvar      ,0.17
3886,5544,7034,349,, 82    Psc, ,1.18521479,31.42476555,171.8213058,5.15,-1.025385077,F0V         ,0.261
3888,5550,7019,348,, 45    And, ,1.18619138,37.72413814,280.8988764,5.8,-1.44275001,B7III-IV    ,-0.095
3897,5566,6960,342,,          , ,1.19042126,64.20272388,125.6281407,5.56,0.064565339,B9.5V       ,-0.052
3898,5571,7087,351,, 84Chi Psc, ,1.19088726,21.03467568,134.7708895,4.66,-0.987980474,K0III       ,1.024
3909,5586,7106,352,, 83Tau Psc, ,1.19432964,30.08972962,49.72650423,4.51,1.027060353,K0III-IV... ,1.092
3912,5589,6972,345,, 32    Cas, ,1.19482467,65.01888517,111.2347052,5.57,0.338798459,B9IV        ,-0.072
3915,5594,7147,353,, 34    Cet, ,1.19542848,-2.25102487,135.1351351,5.93,0.276158599,K4III       ,1.403
3933,5626,6798,333,,          , ,1.20458595,79.67397492,83.47245409,5.6,0.99228409,A3V         ,0.008
3957,5661,7312,359,,          , ,1.21260197,-37.85640391,73.42143906,5.95,1.620885538,A9IV: (+F/G),0.281
4007,5737,7344,361,, 86Zet Psc, ,1.22883399,7.57548895,45.26935265,5.21,1.930978579,A7IV        ,0.32
4011,5742,7318,360,, 85Phi Psc, ,1.22914867,24.58376482,115.7407407,4.67,-0.647431288,K0III...    ,1.047
4035,5778,7374,364,, 87    Psc, ,1.23545783,16.13354221,153.3742331,5.97,0.041237979,B8III       ,-0.082
4045,5799,7439,366,Gl  54.2A, 37    Cet, ,1.23999082,-7.9235004,24.38429651,5.14,3.204448846,F5V         ,0.448
4064,5833,7476,368,, 38    Cet, ,1.24699458,-0.97429411,43.87889425,5.7,2.488721626,F5V         ,0.428
4078,5862,7570,370,Gl  55   ,   Nu  Phe, ,1.25293547,-45.53209717,15.05343971,4.96,4.071821262,F8V         ,0.571
4106,5896,7788,377,Gl  55.3A,   Kap Tuc, ,1.26263759,-68.87623708,20.43318349,4.99,3.438319825,F6IV        ,0.48
4127,5926,7389,365,,          , ,1.2699727,71.74384538,4545.454545,5.87,-7.417886596,K1V         ,2.042
4150,5951,7672,373,, 39    Cet, ,1.27676298,-2.5002128,78.49293564,5.42,0.94584714,G5III-IVe   ,0.888
4225,6061,7804,378,, 89    Psc, ,1.29666224,3.61452038,67.43088334,5.13,0.985705755,A3V         ,0.071
4313,6193,7964,383,, 90Ups Psc, ,1.3244383,27.26408682,95.32888465,4.74,-0.156122559,A3V         ,0.032
4335,6226,8036,385,, 42    Cet, ,1.33008114,-0.5089949,120.9189843,5.87,0.457527548,A7V...      ,0.635
4347,6242,7927,382,, 34Phi Cas, ,1.33469935,58.2316161,714.2857143,4.95,-4.319359822,F0Ia        ,0.683
4404,6315,8126,389,, 91    Psc, ,1.35204276,28.73838983,105.374078,5.23,0.116331062,K5III       ,1.396
4469,6411,8207,390,, 46Xi  And, ,1.37233139,45.5287566,59.95203837,4.87,0.980980232,K0III-IV    ,1.077
4531,6492,8388,397,,          , ,1.39026457,20.4689899,253.8071066,5.97,-1.052518891,K5          ,1.677
4539,6502,8498,400,,          , ,1.39193557,-30.94550599,272.479564,5.84,-1.336669679,M0III       ,1.612
4547,6514,8374,395,, 47    And, ,1.39459883,37.71499034,64.808814,5.6,1.54182963,A1m         ,0.276
4562,6537,8512,402,, 45The Cet, ,1.40040311,-8.18275372,35.11235955,3.6,0.872699925,K0III       ,1.065
4579,6564,8556,404,,          , ,1.40569025,-6.91466853,44.7828034,5.92,2.664443615,F4V         ,0.407
4598,6592,8651,408,,          , ,1.4113259,-41.49245885,75.6429652,5.42,1.026157276,K0III       ,1.03
4624,6631,8810,420,,          , ,1.41813208,-64.3694363,309.5975232,5.92,-1.533987388,M0III       ,1.561
4654,6670,8705,412,, 46    Cet, ,1.42700257,-14.59875437,88.4173298,4.9,0.167313025,K2III       ,1.231
4667,6686,8538,403,, 37Del Cas, ,1.43016751,60.23540347,30.47851265,2.66,0.240031152,A5Vv SB     ,0.16
4671,6692,8491,399,, 36Psi Cas, ,1.4321956,68.12994739,59.20663114,4.72,0.858148248,K0III       ,1.047
4681,6706,8723,413,, 93Rho Psc, ,1.43757739,19.17232096,26.0756193,5.35,3.268826841,F2V:var     ,0.395
4685,6711,8671,409,,          , ,1.43849971,43.45788606,41.30524577,5.98,2.899973947,F7V         ,0.52
4696,6732,8763,414,, 94    Psc, ,1.44490194,19.24056476,94.07337723,5.5,0.632666323,K1III       ,1.106
4709,6748,8829,421,, 47    Cet, ,1.44765455,-13.05653391,36.29764065,5.51,2.710608016,F0V         ,0.321
4758,6813,8799,417,, 48Ome And, ,1.46085698,45.40695287,28.30455703,4.83,2.570718187,F5IV        ,0.421
4797,6867,9053,429,,   Gam Phe, ,1.47276157,-43.31772906,71.73601148,3.41,-0.868686131,K5II-III    ,1.542
4861,6960,9132,433,, 48    Cet, ,1.49336117,-21.62934677,67.93478261,5.11,0.94953905,A0V         ,0.028
4887,6999,9057,430,, 49    And, ,1.501695,47.00737711,88.80994671,5.27,0.527691953,K0III       ,0.999
4892,7007,9138,434,, 98Mu  Psc, ,1.50303973,6.14393314,110.4972376,4.84,-0.376757104,K4III       ,1.372
4899,7016,9228,436,,          , ,1.50635465,-26.20785462,136.0544218,5.92,0.251436695,K2III       ,1.327
4944,7078,9021,427,, 38    Cas, ,1.52042181,70.2647886,29.24831822,5.82,3.489495504,F6V         ,0.489
4948,7083,9362,440,,   Del Phe, ,1.5208282,-49.07307701,45.14672686,3.93,0.656868653,K0III-IV    ,0.972
4959,7097,9270,437,, 99Eta Psc, ,1.52472051,15.34583101,90.17132552,3.62,-1.155342269,G8III       ,0.974
4977,7118,9377,441,,          , ,1.52868099,-30.28292502,93.10986965,5.79,0.945021407,K0III       ,1.073
5039,7213,9525,445,,          , ,1.54890337,-36.86518161,81.36696501,5.49,0.937759414,K1/K2III    ,1.021
5066,7251,9352,439,,          , ,1.55714106,58.32734523,598.8023952,5.69,-3.196417644,K0Ib+...    ,1.435
5082,7276,9562,448,,          , ,1.56187029,-7.02514279,29.6647879,5.75,3.388793763,G2IV        ,0.639
5098,7294,9408,442,, 39Chi Cas, ,1.56553499,59.23209665,62.6566416,4.68,0.695164435,K0III       ,0.991
5114,7321,9531,446,,          , ,1.571277,37.23719753,120.1923077,5.9,0.500616631,B9IV        ,-0.067
5131,7345,9672,451,, 49    Cet, ,1.57714483,-15.6763527,61.2745098,5.62,1.683600772,A1V         ,0.066
5141,7359,9640,450,,          , ,1.58029093,18.46067238,183.1501832,5.9,-0.414036786,M2III       ,1.536
5201,7447,9780,457,,          , ,1.59851811,17.43378965,59.70149254,5.95,2.070074057,F0IV        ,0.259
5204,7450,9856,459,, 50    Cet, ,1.59971033,-15.40021584,168.3501684,5.41,-0.721067775,K1III       ,1.226
5210,7463,9906,462,,   Tau Scl, ,1.60234141,-29.9074336,61.99628022,5.69,1.728171837,F2V         ,0.335
5246,7513,9826,458,Gl  61   , 50Ups And, ,1.61332694,41.40638491,13.46801347,4.09,3.44348229,F8V         ,0.536
5261,7535,9919,463,,102Pi  Psc, ,1.6183226,12.14151058,33.8066261,5.54,2.894990848,F0V         ,0.347
5286,7568,11025,525,,          , ,1.62438329,-84.76965017,111.8568233,5.66,0.416687594,K0III       ,0.939
5297,7588,10144,472,,   Alp Eri,Achernar,1.62854213,-57.23666007,44.09171076,0.45,-2.771784749,B3Vp        ,-0.158
5309,7601,10800,512,Gl  67.1 ,          , ,1.6319389,-82.97528876,27.12967987,5.88,3.712776654,G2V         ,0.62
5315,7607,9927,464,, 51    And, ,1.6331951,48.62848641,53.30490405,3.59,-0.04383583,K3III       ,1.275
5324,7617,9900,461,,          , ,1.63543436,57.97764488,349.6503497,5.55,-2.168169834,G5II        ,1.388
5340,7643,10142,471,,          , ,1.64097059,-36.5279533,99.00990099,5.94,0.961606869,K0III       ,1.045
5345,7650,9774,456,, 40    Cas, ,1.64192808,73.04007203,136.9863014,5.28,-0.403385699,G8II-IIIvar ,0.972
5366,7679,10148,473,,          , ,1.64769661,-21.27547447,70.37297678,5.58,1.34297039,F0V         ,0.346
5392,7719,10072,469,, 52Chi And, ,1.65583862,44.38612827,74.29420505,5.01,0.655225299,G8III...    ,0.883
5406,7740,10164,475,,105    Psc, ,1.66132442,16.40588595,139.275766,5.98,0.260622221,K2III       ,1.119
5416,7751,10360,486,Gl  66  B,          ,p Eridani,1.66312306,-56.19644067,8.146639511,5.9,6.345107504,K0V         ,0.88
5463,7818,10205,477,, 53Tau And, ,1.67633449,40.57710624,208.7682672,4.96,-1.638322433,B8III       ,-0.068
5469,7825,10204,476,,          , ,1.67765566,43.29776385,82.30452675,5.63,1.05288139,A9IV:       ,0.214
5510,7884,10380,489,,106Nu  Psc, ,1.69052987,5.48760445,112.8668172,4.45,-0.812831391,K3III       ,1.347
5526,7906,10348,485,,          , ,1.69423393,30.04713542,160.5136437,5.97,-0.057559767,K0III       ,1.015
5531,7916,10453,492,,          , ,1.69577724,-11.32366816,37.27171077,5.75,2.893103363,F5V+...     ,0.443
5533,7918,10307,483,Gl  67   ,          , ,1.69625436,42.61380692,12.64382349,4.95,4.440607878,G2V         ,0.618
5535,7921,10615,505,,          , ,1.69665338,-60.78924102,113.7656428,5.7,0.419944375,K2/K3III    ,1.264
5552,7941,10538,498,,          , ,1.70083755,-36.83226421,93.37068161,5.7,0.848947354,A0V         ,-0.01
5554,7943,10390,490,,          , ,1.70095971,35.24576705,79.30214116,5.63,1.133575433,B9IV-V      ,-0.059
5565,7955,10537,497,,   Pi  Scl, ,1.70240155,-32.32685759,66.57789614,5.25,1.133349663,K1II/III    ,1.044
5574,7965,10221,478,, 43    Cas, ,1.705679,68.04304624,136.239782,5.57,-0.1015197,A0p SiSr    ,-0.049
5584,7978,10647,506,NN 3109  ,          , ,1.7080975,-53.7405747,17.35207357,5.52,4.323243098,F8V         ,0.551
5587,7981,10476,493,Gl  68   ,107    Psc, ,1.70831938,20.27015091,7.467702188,5.22,5.85406505,K1V         ,0.836
5600,7999,10550,500,,          , ,1.71208803,-3.69011692,369.00369,4.98,-2.855153546,K3II-III    ,1.378
5608,8016,10250,480,, 42    Cas, ,1.71548024,70.62255881,86.05851979,5.18,0.50603064,B9V         ,-0.022
5630,8046,10425,491,, 44    Cas, ,1.7221493,60.55137091,280.1120448,5.78,-1.456658919,B8IIIn      ,-0.01
5645,8068,10516,496,,   Phi Per, ,1.72767091,50.6887655,219.7802198,4.01,-2.699943017,B2Vpe       ,-0.098
